citing_opinion_id,citation,antecedent_name,candidate_oids
16393,701 N.W.2d 402,,14304|14305
16372,2005 ND 180,L.C.V. v. D.E.G.,14359|14360
16372,705 N.W.2d 257,,14359|14360
16372,2008 ND 185,In re R.A.S.,15061|15062
16372,756 N.W.2d 771,,15061|15062
16381,2004 ND 138,In re T.T.,14051|14052
16381,681 N.W.2d 779,,14051|14052
16381,2010 ND 9,In re B.B.,15325|15326
16381,777 N.W.2d 350,,15325|15326
16381,2005 ND 122,In re Guardianship of Barros,14304|14305
16381,701 N.W.2d 402,,14304|14305
16381,764 N.W.2d 170,,15172|15173
16376,2005 ND 145,In re Estate of Richmond,14314|14315
16376,701 N.W.2d 897,,14314|14315
19028,2008 ND 185,In re R.A.S.,15061|15062
19028,756 N.W.2d 771,,15061|15062
16351,782 N.W.2d 346,,15411|15412
16392,799 N.W.2d 53,,15657|15658
16391,2010 ND 84,In re A.R.,15405|15406
16391,781 N.W.2d 644,,15405|15406
16387,2002 ND 211,Estate of Gleeson,13708|13709
16387,655 N.W.2d 69,,13708|13709
16387,2009 ND 195,,15297|15298
16387,775 N.W.2d 496,,15297|15298
16387,2006 ND 219,,14637|14638
16387,723 N.W.2d 384,,14637|14638
16384,2008 ND 194,P.A. v. A.H.O.,15082|15083
16384,757 N.W.2d 58,,15082|15083
16371,2008 ND 130,In re E.W.F.,15009|15010
16371,751 N.W.2d 686,,15009|15010
16371,2006 ND 56,In re G.R.H.,14479|14480
16371,711 N.W.2d 587,,14479|14480
16366,2010 ND 57,State v. M.B.,15393|15394
16366,780 N.W.2d 663,,15393|15394
16365,632 N.W.2d 407,,13423|13424
16365,2012 ND 257,Inc.,15975|15976
16365,825 N.W.2d 883,,15975|15976
19024,756 N.W.2d 344,,15055|15056
19024,2010 ND 4,Everett v. State,15332|15508
16353,744 N.W.2d 724,,14899|14900
16342,1998 ND 13,State v. Esparza,9485|12623
16362,2004 ND 138,In re T.T.,14051|14052
16362,681 N.W.2d 779,,14051|14052
16362,2010 ND 9,In re B.B.,15325|15326
16362,777 N.W.2d 350,,15325|15326
16362,2002 ND 78,In re J.R.,13570|13571
16362,764 N.W.2d 170,,15172|15173
16360,744 N.W.2d 724,,14899|14900
16360,2010 ND 57,State v. M.B.,15393|15394
16360,780 N.W.2d 663,,15393|15394
16360,2012 ND 257,Inc.,15975|15976
16360,825 N.W.2d 883,,15975|15976
16358,606 N.W.2d 108,,13076|13077
16312,632 N.W.2d 407,,13423|13424
19010,692 N.W.2d 483,,14192|14193
16311,2008 ND 194,P.A. v. A.H.O.,15082|15083
16311,757 N.W.2d 58,,15082|15083
16309,2008 ND 53,,14921|14922
16309,746 N.W.2d 181,,14921|14922
16306,677 N.W.2d 215,,13989|13990
16346,609 N.W.2d 418,,13122|13123
16283,1998 ND 114,Presteng,12687|12688
16283,579 N.W.2d 212,,12687|12688
16299,637 N.W.2d 678,,13487|13488
16333,2008 ND 225,In re Peterson’s Dogs,15108|15109
16333,758 N.W.2d 749,,15108|15109
16333,2005 ND 168,Disciplinary Bd. v. Wilkes,14346|14347
16333,704 N.W.2d 809,,14346|14347
16333,2009 ND 113,Inc.,15215|15216
16333,767 N.W.2d 171,,15215|15216
16332,2012 ND 257,Inc.,15975|15976
16332,825 N.W.2d 883,,15975|15976
16300,799 N.W.2d 53,,15657|15658
16265,678 N.W.2d 757,,14004|14005
16291,2009 ND 208,Machart v. Machart,15320|15321
16291,776 N.W.2d 795,,15320|15321
16291,2000 ND 203,Logan v. Bush,13290|13291
16291,621 N.W.2d 314,,13290|13291
16291,2000 ND 208,Logan v. Bush,13254|13255
19046,751 N.W.2d 677,,15007|15008
16272,659 N.W.2d 864,,13768|13769
16249,95 N.W. 442,,5975|5976
16241,2009 ND 152,In re Vantreece,15268|15269
16241,771 N.W.2d 585,,15268|15269
16241,2006 ND 56,Matter of G.R.H.,14479|14480
16241,711 N.W.2d 587,,14479|14480
16241,2008 ND 130,In re E.W.F.,15009|15010
16241,751 N.W.2d 686,,15009|15010
16241,2005 ND 180,L.C.V. v. D.E.G.,14359|14360
16241,705 N.W.2d 257,,14359|14360
16241,621 N.W.2d 582,,13303|13304
16241,2008 ND 185,R.A.S.,15061|15062
16241,756 N.W.2d 771,,15061|15062
16241,758 N.W.2d 909,,15112|15113
16226,699 N.W.2d 839,,14274|14275
16240,724 N.W.2d 576,,14665|14666
16240,609 N.W.2d 418,,13122|13123
16257,2009 ND 152,Matter of Vantreece,15268|15269
16257,771 N.W.2d 585,,15268|15269
16257,2008 ND 222,Matter of G.R.H.,15101|15102
16257,758 N.W.2d 719,,15101|15102
16257,2002 ND 25,In re M.B.K.,13514|13515
16257,639 N.W.2d 473,,13514|13515
16257,2009 ND 104,In re A.M.,15201|15202
16257,766 N.W.2d 437,,15200|15201|15202
16257,2008 ND 130,In re E.W.F.,15009|15010
16257,751 N.W.2d 686,,15009|15010
16257,2006 ND 22,In re B.V.,14400|14401
16257,708 N.W.2d 877,,14400|14401
16257,2004 ND 57,In re D.V.A.,13976|13977
16257,676 N.W.2d 776,,13976|13977
16256,2008 ND 130,In re E.W.F.,15009|15010
16256,751 N.W.2d 686,,15009|15010
16256,2006 ND 56,Matter of G.R.H.,14479|14480
16256,711 N.W.2d 587,,14479|14480
16255,756 N.W.2d 344,,15055|15056
16233,76 N.D. 205,Chester v. Einarson,9128|20391
16231,685 N.W.2d 748,,14089|14090
16231,1999 ND 122,Judicial Conduct Comm’n v. Hoffman,12918|12919
16231,595 N.W.2d 592,,12918|12919
16229,756 N.W.2d 548,,15057|15058|15059
16200,744 N.W.2d 724,,14899|14900
16206,674 N.W.2d 1,,13949|13950
16209,685 N.W.2d 748,,14089|14090
16209,1999 ND 122,Judicial Conduct Comm’n v. Hoffman,12918|12919
16209,595 N.W.2d 592,,12918|12919
16224,2008 ND 53,,14921|14922
16224,746 N.W.2d 181,,14921|14922
19025,704 N.W.2d 573,,14341|14342
19025,742 N.W.2d 839,,14861|14862|14863|14864|14865|14866|14867|14868|14869|14870|14871|14872|14873
16230,713 N.W.2d 518,,14503|14504
16230,632 N.W.2d 407,,13423|13424
16223,2009 ND 195,In re Conservatorship of T.K.,15297|15298
16223,775 N.W.2d 496,,15297|15298
18972,2009 ND 19,Adoption of H.G.C.,15144|15145
18972,761 N.W.2d 565,,15144|15145
16198,2000 ND 208,Logan v. Bush,13254|13255
16198,621 N.W.2d 314,,13290|13291
16196,653 N.W.2d 869,,13691|13692
16212,653 N.W.2d 713,,13686|13687
16212,688 N.W.2d 384,,14125|14126
16212,735 N.W.2d 855,,14775|14776
16211,2008 ND 131,In re K.L. and M.S.,15007|15008
16211,751 N.W.2d 677,,15007|15008
16211,2007 ND 83,In re A.S.,14756|14757
16211,733 N.W.2d 232,,14756|14757
16211,1998 ND 129,In re L.F.,12709|12710
16211,580 N.W.2d 573,,12709|12710
16350,725 N.W.2d 191,,14669|14670
16350,612 N.W.2d 278,,13188|13189|13190
16350,566 N.W.2d 426,,12483|12484
16350,704 N.W.2d 810,,14348|14349
16263,2010 ND 84,In re A.R.,15405|15406
16263,781 N.W.2d 644,,15405|15406
16191,799 N.W.2d 53,,15657|15658
16187,755 N.W.2d 912,,15045|15046
18959,694 N.W.2d 8,,14228|14230
16183,2005 ND 106,Klindt v. Pembina Cnty. Water Res. Bd.,14256|14257
16183,697 N.W.2d 339,,14256|14257
16179,2000 ND 129,In re N.C.C.,13193|13194
16179,612 N.W.2d 561,,13193|13194
16175,2000 ND 129,In re N.C.C.,13193|13194
16175,612 N.W.2d 561,,13193|13194
16172,781 N.W.2d 644,,15405|15406
16121,2010 ND 35,Parisien v. Parisien,15360|15361
16121,779 N.W.2d 130,,15360|15361
16121,799 N.W.2d 53,,15657|15658
16138,2000 ND 174,In re E.T.,13234|13235
16138,617 N.W.2d 470,,13234|13235
16138,2004 ND 8,In re W.O.,13931|13932
16138,673 N.W.2d 264,,13931|13932
16138,2009 ND 195,In re Conservatorship of T.K.,15297|15298
16138,775 N.W.2d 496,,15297|15298
16143,2004 ND 216,In re Adoption of H.R.W.,14136|14137
16143,689 N.W.2d 403,,14136|14137
16143,2009 ND 19,In re Adoption of H.G.C.,15144|15145
16143,761 N.W.2d 565,,15144|15145
16142,708 N.W.2d 900,,14405|14406
16142,783 N.W.2d 12,,15429|15430
16142,2007 ND 62,In re D.M.,14738|14739
16142,730 N.W.2d 604,,14738|14739
16142,751 N.W.2d 677,,15007|15008
16142,1999 ND 221,In re C.R.,13024|13025
16142,602 N.W.2d 520,,13024|13025
16140,2000 ND 129,In re N.C.C.,13193|13194
16140,612 N.W.2d 561,,13193|13194
16134,2009 ND 104,In re A.M.,15201|15202
16134,766 N.W.2d 437,,15200|15201|15202
16131,2008 ND 210,In re Pederson Trust,15084|15085
16131,757 N.W.2d 740,,15084|15085
16130,2009 ND 152,In re Vantreece,15268|15269
16130,771 N.W.2d 585,,15268|15269
16130,2006 ND 56,Matter of G.R.H.,14479|14480
16130,711 N.W.2d 587,,14479|14480
16130,2008 ND 130,In re E.W.F.,15009|15010
16130,751 N.W.2d 686,,15009|15010
16123,2008 ND 100,In re Guardianship of D.M.O.,14970|14971
16123,749 N.W.2d 517,,14970|14971
16088,718 N.W.2d 2,,14559|14561
16114,2009 ND 53,In re B.F.,15172|15173
16114,764 N.W.2d 170,,15172|15173
16114,2010 ND 27,Interest of H.K.,15353|15354
16114,778 N.W.2d 764,,15353|15354
16112,2011 ND 184,Inc.,15724|15725
16112,803 N.W.2d 818,,15724|15725
16117,2009 ND 152,In re Vantreece,15268|15269
16117,771 N.W.2d 585,,15268|15269
16117,2006 ND 56,Matter of G.R.H.,14479|14480
16117,711 N.W.2d 587,,14479|14480
16117,2008 ND 130,In re E.W.F.,15009|15010
16117,751 N.W.2d 686,,15009|15010
16099,779 N.W.2d 635,,15365|15366
16097,594 N.W.2d 317,,12899|12900
16096,744 N.W.2d 724,,14899|14900
16096,2006 ND 56,In re G.R.H.,14479|14480
16096,711 N.W.2d 587,,14479|14480
16096,2002 ND 25,In re M.B.K.,13514|13515
16096,639 N.W.2d 473,,13514|13515
16093,2010 ND 8,In re Hanenberg,15331|15333
16093,777 N.W.2d 62,,15331|15332|15333
16090,714 N.W.2d 38,,14514|14515
16090,701 N.W.2d 863,,14306|14307
16090,701 N.W.2d 873,,14309|14310
16103,632 N.W.2d 407,,13423|13424
16082,2008 ND 53,,14921|14922
16082,746 N.W.2d 181,,14921|14922
16077,2010 ND 135,In re M.W.,15460|15461
16077,785 N.W.2d 211,,15460|15461
16085,2007 ND 115,In re B.B.,14775|14776
16085,735 N.W.2d 855,,14775|14776
16075,2002 ND 178,Adoption of S.A.L.,13666|13667
16075,652 N.W.2d 912,,13666|13667
16071,2000 ND 174,In re E.T.,13234|13235
16071,617 N.W.2d 470,,13234|13235
16071,2004 ND 8,In re W.O.,13931|13932
16071,673 N.W.2d 264,,13931|13932
16069,2010 ND 35,Parisien v. Parisien,15360|15361
16069,779 N.W.2d 130,,15360|15361
16060,659 N.W.2d 864,,13768|13769
16049,2008 ND 190,In re Estate of Samuelson,15073|15074
16049,757 N.W.2d 44,,15073|15074
16049,685 N.W.2d 748,,14089|14090
16054,2008 ND 53,Buchholtz,14921|14922
16054,746 N.W.2d 181,,14921|14922
16044,799 N.W.2d 53,,15657|15658
16030,2008 ND 53,,14921|14922
16030,746 N.W.2d 181,,14921|14922
16029,764 N.W.2d 170,,15172|15173
16031,653 N.W.2d 869,,13691|13692
16061,621 N.W.2d 582,,13303|13304
16061,2002 ND 132,In re D.Z.,13608|13609
16061,649 N.W.2d 231,,13608|13609
16061,636 N.W.2d 921,,13479|13480
16061,698 N.W.2d 474,,14267|14268
16061,742 N.W.2d 41,,14852|14853
16018,726 N.W.2d 216,,14685|14686
16016,1999 ND 110,Disciplinary Bd. v. Moe,12899|12900
16016,594 N.W.2d 317,,12899|12900
16037,799 N.W.2d 53,,15657|15658
16036,621 N.W.2d 582,,13303|13304
16036,2002 ND 132,In re D.Z.,13608|13609
16036,649 N.W.2d 231,,13608|13609
16036,2008 ND 185,Interest of R.A.S.,15061|15062
16036,756 N.W.2d 771,,15061|15062
16036,2005 ND 180,L.C.V. v. D.E.G.,14359|14360
16036,705 N.W.2d 257,,14359|14360
16041,728 N.W.2d 326,,14708|14709
16040,653 N.W.2d 869,,13691|13692
16012,632 N.W.2d 407,,13423|13424
16010,2012 ND 257,Inc.,15975|15976
16010,825 N.W.2d 883,,15975|15976
15999,746 N.W.2d 181,,14921|14922
15984,2009 ND 195,In re Conservatorship of T.K.,15297|15298
15984,775 N.W.2d 496,,15297|15298
15994,650 N.W.2d 820,,13637|13638
15998,2010 ND 8,Matter of Hanenberg,15331|15333
15998,777 N.W.2d 62,,15331|15332|15333
15997,2012 ND 257,Inc.,15975|15976
15997,825 N.W.2d 883,,15975|15976
15996,659 N.W.2d 864,,13768|13769
15980,713 N.W.2d 518,,14503|14504
15980,2006 ND 56,Matter of G.R.H.,14479|14480
15980,711 N.W.2d 587,,14479|14480
15978,2006 ND 142,DeMers v. DeMers,14541|14542
15978,717 N.W.2d 545,,14541|14542
15969,2008 ND 51,,14926|14927
15969,746 N.W.2d 411,,14926|14927
15969,2010 ND 9,,15325|15326
15969,777 N.W.2d 350,,15325|15326
15973,2008 ND 185,In re R.A.S.,15061|15062
15973,756 N.W.2d 771,,15061|15062
15973,2005 ND 180,L.C.V. v. D.E.G.,14359|14360
15973,705 N.W.2d 257,,14359|14360
15961,2012 ND 91,Inc.,15846|15849
15961,816 N.W.2d 80,,15846|15849
15959,2010 ND 8,State v. Gietzen,15331|15333
15959,2010 ND 82,State v. Gietzen,15426|15476
15968,2002 ND 154,In re R.O.,13654|13655
15968,652 N.W.2d 327,,13654|13655
15967,506 N.W.2d 368,B.H. v. K.D.,11481|11482
15966,755 N.W.2d 835,,15035|15036
15956,2010 ND 135,In re M.W.,15460|15461
15956,785 N.W.2d 211,,15460|15461
15953,799 N.W.2d 53,,15657|15658
18876,778 N.W.2d 579,,15350|15351
15940,2000 ND 129,In re N.C.C.,13193|13194
15940,612 N.W.2d 561,,13193|13194
15939,618 N.W.2d 166,,13243|13244
18890,2010 ND 4,Everett v. State,15332|15508
15935,2010 ND 43,State ex rel. Dep’t of Labor v. Riemers,15368|15369
15935,779 N.W.2d 649,,15368|15369
18872,2010 ND 4,Everett v. State,15332|15508
15927,679 N.W.2d 257,,14007|14008
15951,2008 ND 194,P.A. v. A.H.O.,15082|15083
15951,757 N.W.2d 58,,15082|15083
15921,726 N.W.2d 216,,14685|14686
15911,2007 ND 115,In re B.B.,14775|14776
15911,735 N.W.2d 855,,14775|14776
15911,2009 ND 208,Machart v. Machart,15320|15321
15911,776 N.W.2d 795,,15320|15321
15884,743 N.W.2d 117,,14878|14879
15916,656 N.W.2d 661,,13722|13723
15916,703 N.W.2d 345,,14332|14333
15916,701 N.W.2d 873,,14309|14310
15916,602 N.W.2d 268,,13020|13021
15919,2003 ND 161,In re Hoffman,13888|13889
15919,670 N.W.2d 500,,13888|13889
15919,2005 ND 171,In re Hoffman,14348|14349
15919,704 N.W.2d 810,,14348|14349
15903,2008 ND 107,B.L.L. v. W.D.C.,14995|14996
15903,750 N.W.2d 466,,14995|14996
15903,2004 ND 216,In re H.R.W.,14136|14137
15903,689 N.W.2d 403,,14136|14137
15903,2009 ND 19,In re Adoption of H.G.C.,15144|15145
15903,761 N.W.2d 565,,15144|15145
15901,2010 ND 82,State v. Gietzen,15426|15476
15889,2010 ND 82,State v. Gietzen,15426|15476
15905,2008 ND 185,Matter of R.A.S.,15061|15062
15905,756 N.W.2d 771,,15061|15062
15881,746 N.W.2d 181,,14921|14922
15877,779 N.W.2d 635,,15365|15366
15877,47 N.W.2d 527,,10881|10882
18857,2010 ND 4,Everett v. State,15332|15508
15887,2005 ND 106,Klindt v. Pembina Cnty. Water Res. Bd.,14256|14257
15887,697 N.W.2d 339,,14256|14257
15909,674 N.W.2d 1,,13949|13950
15908,606 N.W.2d 108,,13076|13077
15906,780 N.W.2d 688,,15398|15399
15864,744 N.W.2d 724,,14899|14900
15862,799 N.W.2d 53,,15657|15658
15858,697 N.W.2d 727,,14261|14262
15858,626 N.W.2d 650,,13370|13371
15858,621 N.W.2d 361,,13299|13300
15860,2005 ND 106,Klindt v. Pembina County Water Res. Bd.,14256|14257
15860,697 N.W.2d 339,,14256|14257
15871,2009 ND 209,In re T.O.,15309|15310
15871,776 N.W.2d 47,,15309|15310
15871,2008 ND 130,Matter of E.W.F.,15009|15010
15871,751 N.W.2d 686,,15009|15010
15871,2008 ND 185,In re R.A.S.,15061|15062
15871,756 N.W.2d 771,,15061|15062
15871,2009 ND 152,Matter of Vantreece,15268|15269
15871,771 N.W.2d 585,,15268|15269
15871,758 N.W.2d 909,,15112|15113
15871,2008 ND 222,G.R.H.,15101|15102
15871,758 N.W.2d 719,,15101|15102
15871,2006 ND 56,Matter of G.R.H.,14479|14480
15871,711 N.W.2d 587,,14479|14480
15844,1997 ND 11,Estate of Brown,12365|12366
15844,559 N.W.2d 818,,12365|12366
18924,2010 ND 4,Everett v. State,15332|15508
15841,506 N.W.2d 368,B.H. v. K.D.,11481|11482
15840,718 N.W.2d 2,,14559|14561
15839,755 N.W.2d 912,,15045|15046
15833,703 N.W.2d 285,,14322|14323
18911,2000 ND 130,In re A.R.,13195|13196
18911,612 N.W.2d 569,,13195|13196
15821,2008 ND 225,Matter of Peterson’s Dogs,15108|15109
15821,758 N.W.2d 749,,15108|15109
15821,1997 ND 11,Estate of Brown,12365|12366
15821,559 N.W.2d 818,,12365|12366
15830,632 N.W.2d 407,,13423|13424
15829,786 N.W.2d 706,,15479|15480
15834,2005 ND 75,State v. North Dakota State Univ.,14223|14224
15834,694 N.W.2d 225,,14223|14224
15808,1997 ND 11,Estate of Brown,12365|12366
15808,559 N.W.2d 818,,12365|12366
15811,1997 ND 11,Estate of Brown,12365|12366
15811,559 N.W.2d 818,,12365|12366
15810,659 N.W.2d 864,,13768|13769
16020,2005 ND 75,State v. N.D. State Univ.,14223|14224
16020,694 N.W.2d 225,,14223|14224
15828,2009 ND 196,,15292|15293
15828,774 N.W.2d 645,,15292|15293
15814,2011 ND 184,Inc.,15724|15725
15814,803 N.W.2d 818,,15724|15725
15814,785 N.W.2d 211,,15460|15461
15785,2005 ND 116,In re D.A.,14267|14268
15785,698 N.W.2d 474,,14267|14268
15785,2009 ND 218,In re W.K.,15317|15318
15785,776 N.W.2d 572,,15317|15318
15785,2001 ND 203,In re D.P.,13479|13480
15785,636 N.W.2d 921,,13479|13480
15785,2003 ND 182,In re L.D.,13904|13905
15785,671 N.W.2d 791,,13904|13905
15785,2010 ND 131,In re C.A.H.,15467|15468
15785,785 N.W.2d 253,,15467|15468
15794,2008 ND 51,B.B.I,14926|14927
15794,746 N.W.2d 411,,14926|14927
15794,2010 ND 9,B.B.II,15325|15326
15794,777 N.W.2d 350,,15325|15326
15794,1998 ND 129,In re L.F.,12709|12710
15794,580 N.W.2d 573,,12709|12710
15767,2005 ND 39,In re D.P.O.,14186|14187
15767,692 N.W.2d 128,,14186|14187
15767,2000 ND 174,In re E.T.,13234|13235
15767,617 N.W.2d 470,,13234|13235
15767,2004 ND 8,In re W.O.,13931|13932
15767,673 N.W.2d 264,,13931|13932
18832,756 N.W.2d 344,,15055|15056
18832,2010 ND 4,Everett v. State,15332|15508
15738,2006 ND 142,DeMers v. DeMers,14541|14542
15738,717 N.W.2d 545,,14541|14542
15750,2006 ND 56,Matter of G.R.H.,14479|14480
15750,711 N.W.2d 587,,14479|14480
15750,2010 ND 8,Matter of Hanenberg,15331|15333
15750,777 N.W.2d 62,,15331|15332|15333
15750,2009 ND 209,Matter of T.O.,15309|15310
15750,776 N.W.2d 47,,15309|15310
15750,2009 ND 152,Matter of Vantreece,15268|15269
15750,771 N.W.2d 585,,15268|15269
15750,2009 ND 104,Matter of A.M.,15201|15202
15750,766 N.W.2d 437,,15200|15201|15202
15750,2008 ND 222,Matter of G.R.H.,15101|15102
15750,758 N.W.2d 719,,15101|15102
15750,2002 ND 25,Interest of M.B.K.,13514|13515
15750,639 N.W.2d 473,,13514|13515
15740,2008 ND 130,Matter of E.W.F.,15009|15010
15740,751 N.W.2d 686,,15009|15010
15740,2008 ND 185,Matter of R.A.S.,15061|15062
15740,756 N.W.2d 771,,15061|15062
15739,2007 ND 115,In re B.B.,14775|14776
15739,735 N.W.2d 855,,14775|14776
15789,583 N.W.2d 385,,12737|12738
18811,694 N.W.2d 8,,14228|14230
15732,637 N.W.2d 678,,13487|13488
15735,2005 ND 75,State v. North Dakota State Univ.,14223|14224
15735,694 N.W.2d 225,,14223|14224
15725,2010 ND 57,State v. M.B.,15393|15394
15725,780 N.W.2d 663,,15393|15394
15721,2010 ND 57,State v. M.B.,15393|15394
15721,780 N.W.2d 663,,15393|15394
15720,2006 ND 47,In re F.F.,14465|14466
15720,711 N.W.2d 144,,14465|14466
15720,2004 ND 138,In re T.T.,14051|14052
15720,681 N.W.2d 779,,14051|14052
15701,2009 ND 209,In re T.O.,15309|15310
15701,776 N.W.2d 47,,15309|15310
15701,2008 ND 130,Matter of E.W.F.,15009|15010
15701,751 N.W.2d 686,,15009|15010
15701,2008 ND 185,In re R.A.S.,15061|15062
15701,756 N.W.2d 771,,15061|15062
15719,2010 ND 57,State v. M.B.,15393|15394
15719,780 N.W.2d 663,,15393|15394
15719,685 N.W.2d 748,,14089|14090
15718,606 N.W.2d 108,,13076|13077
15717,785 N.W.2d 211,,15460|15461
15713,726 N.W.2d 216,,14685|14686
15713,736 N.W.2d 451,,14785|14786
15713,681 N.W.2d 779,,14051|14052
15712,786 N.W.2d 706,,15479|15480
15712,2010 ND 8,In re Hanenberg,15331|15333
15712,777 N.W.2d 62,,15331|15332|15333
15689,781 N.W.2d 644,,15405|15406
15689,728 N.W.2d 326,,14708|14709
15700,2004 ND 170,In re R.H.,14092|14093
15700,686 N.W.2d 107,,14092|14093
15698,2010 ND 92,,15422|15423
15698,782 N.W.2d 638,,15422|15423
15698,2000 ND 222,In re C.R.H.,13281|13282
15698,620 N.W.2d 175,,13281|13282
15649,743 N.W.2d 129,,14880|14881
15649,758 N.W.2d 660,,15092|15093
15690,2009 ND 208,Machart v. Machart,15320|15321
15690,776 N.W.2d 795,,15320|15321
15696,779 N.W.2d 635,,15365|15366
15696,711 N.W.2d 144,,14465|14466
15696,688 N.W.2d 384,,14125|14126
15696,733 N.W.2d 232,,14756|14757
15696,1998 ND 129,Interest of L.F.,12709|12710
15696,580 N.W.2d 573,,12709|12710
15696,602 N.W.2d 697,,13029|13030
15696,652 N.W.2d 341,,13657|13658
15696,681 N.W.2d 779,,14051|14052
15696,601 N.W.2d 253,,13010|13011
15696,630 N.W.2d 38,,13408|13409
15696,730 N.W.2d 604,,14738|14739
15688,725 N.W.2d 588,,14677|14678
15686,2008 ND 194,P.A. v. A.H.O.,15082|15083
15686,757 N.W.2d 58,,15082|15083
15683,2008 ND 53,,14921|14922
15683,746 N.W.2d 181,,14921|14922
15683,2010 ND 82,State v. Gietzen,15426|15476
15653,2009 ND 196,,15292|15293
15653,774 N.W.2d 645,,15292|15293
15638,2001 ND 143,In re N.H.,13430|13431
15638,632 N.W.2d 451,,13430|13431
15659,779 N.W.2d 635,,15365|15366
15644,756 N.W.2d 344,,15055|15056
15644,2006 ND 251,In re Stensland,14669|14670
15644,725 N.W.2d 191,,14669|14670
15643,781 N.W.2d 644,,15405|15406
15643,1999 ND 219,In re L.A.G.,13022|13023
15643,602 N.W.2d 516,,13022|13023
15640,782 N.W.2d 638,,15422|15423
15639,782 N.W.2d 638,,15422|15423
15633,781 N.W.2d 644,,15405|15406
15633,637 N.W.2d 678,,13487|13488
15633,728 N.W.2d 326,,14708|14709
15633,2010 ND 27,Interest of H.K.,15353|15354
15633,778 N.W.2d 764,,15353|15354
15617,2010 ND 8,Matter of Hanenberg,15331|15333
15617,777 N.W.2d 62,,15331|15332|15333
15617,713 N.W.2d 518,,14503|14504
15615,638 N.W.2d 240,,13499|13500
15623,2010 ND 135,In re M.W.,15460|15461
15623,785 N.W.2d 211,,15460|15461
15621,606 N.W.2d 108,,13076|13077
15608,2009 ND 196,,15292|15293
15608,774 N.W.2d 645,,15292|15293
15597,2006 ND 56,Matter of G.R.H.,14479|14480
15597,711 N.W.2d 587,,14479|14480
15596,2006 ND 96,In re J.M.,14503|14504
15596,713 N.W.2d 518,,14503|14504
15586,2009 ND 113,Inc.,15215|15216
15586,767 N.W.2d 171,,15215|15216
15603,2008 ND 210,In re Pederson Trust,15084|15085
15603,757 N.W.2d 740,,15084|15085
15581,2008 ND 190,In re Estate of Samuelson,15073|15074
15581,757 N.W.2d 44,,15073|15074
15559,2008 ND 210,In re Pederson Trust,15084|15085
15559,757 N.W.2d 740,,15084|15085
15560,782 N.W.2d 346,,15411|15412
15560,674 N.W.2d 1,,13949|13950
15574,704 N.W.2d 573,,14341|14342
15574,1999 ND 219,In re L.A.G.,13022|13023
15574,602 N.W.2d 516,,13022|13023
15572,704 N.W.2d 838,,14352|14353
15569,2006 ND 56,Matter of G.R.H.,14479|14480
15569,711 N.W.2d 587,,14479|14480
15569,708 N.W.2d 877,,14400|14401
15568,2006 ND 56,Matter of G.R.H.,14479|14480
15568,711 N.W.2d 587,,14479|14480
15568,2008 ND 222,Matter of G.R.H.,15101|15102
15568,758 N.W.2d 719,,15101|15102
15568,2010 ND 8,Matter of Hanenberg,15331|15333
15568,777 N.W.2d 62,,15331|15332|15333
15568,744 N.W.2d 724,,14899|14900
15565,2008 ND 185,,15061|15062
15565,756 N.W.2d 771,,15061|15062
15565,2001 ND 10,In re J.S.,13303|13304
15565,621 N.W.2d 582,,13303|13304
15564,718 N.W.2d 6,,14570|14571
15564,2010 ND 127,Disciplinary Bd. v. Kuhn,15457|15458
15564,785 N.W.2d 195,,15457|15458
15564,2009 ND 53,In re B.F.,15172|15173
15564,764 N.W.2d 170,,15172|15173
15564,2003 ND 22,Disciplinary Bd. v. McKechnie,13722|13723
15564,656 N.W.2d 661,,13722|13723
15564,2001 ND 210,Disciplinary Bd. v. Boulger,13492|13493
15564,637 N.W.2d 710,,13492|13493
15558,2008 ND 194,P.A. v. A.H.O.,15082|15083
15558,757 N.W.2d 58,,15082|15083
15557,746 N.W.2d 411,,14926|14927
15557,779 N.W.2d 635,,15365|15366
15557,733 N.W.2d 232,,14756|14757
15555,746 N.W.2d 411,,14926|14927
15555,779 N.W.2d 635,,15365|15366
15555,733 N.W.2d 232,,14756|14757
18772,756 N.W.2d 344,,15055|15056
18772,2010 ND 4,Everett v. State,15332|15508
15563,2010 ND 43,State ex rel. N.D. Dep’t of Labor v. Riemers,15368|15369
15563,779 N.W.2d 649,,15368|15369
15563,749 N.W.2d 517,,14970|14971
15562,780 N.W.2d 688,,15398|15399
18761,2004 ND 170,In re R.H.,14092|14093
18761,686 N.W.2d 107,,14092|14093
18758,676 N.W.2d 776,,13976|13977
18758,744 N.W.2d 724,,14899|14900
15534,756 N.W.2d 548,,15057|15058|15059
15513,506 N.W.2d 368,B.H. v. K.D.,11481|11482
15513,2005 ND 39,D.P.O.,14186|14187
15513,692 N.W.2d 128,,14186|14187
18752,2007 ND 138,State v. Washington,14799|14800
18752,737 N.W.2d 382,,14799|14800
15540,2007 ND 37,In re R.W.S.,14708|14709
15540,728 N.W.2d 326,,14708|14709
15538,786 N.W.2d 706,,15479|15480
15514,2010 ND 127,Disciplinary Bd. v. Kuhn,15457|15458
15514,785 N.W.2d 195,,15457|15458
15514,2003 ND 161,Disciplinary Bd. v. Hoffman,13888|13889
15514,670 N.W.2d 500,,13888|13889
15326,735 N.W.2d 855,,14775|14776
15326,746 N.W.2d 411,,14926|14927
